pokemon,version,method,location_area,min_level,max_level,chance,conditions
ralts,emerald,walk,Cave Of Origin B3f,,,0,
rayquaza,emerald,walk,Cave Of Origin B3f,,,0,
regice,emerald,walk,Cave Of Origin B3f,,,0,
regirock,emerald,walk,Cave Of Origin B3f,,,0,
registeel,emerald,walk,Cave Of Origin B3f,,,0,
relicanth,emerald,walk,Cave Of Origin B3f,,,0,
roselia,emerald,walk,Cave Of Origin B3f,,,0,
sableye,emerald,walk,Cave Of Origin B3f,30,34,30,
salamence,emerald,walk,Cave Of Origin B3f,,,0,
sceptile,emerald,walk,Cave Of Origin B3f,,,0,
sealeo,emerald,walk,Cave Of Origin B3f,,,0,
seedot,emerald,walk,Cave Of Origin B3f,,,0,
seviper,emerald,walk,Cave Of Origin B3f,,,0,
sharpedo,emerald,walk,Cave Of Origin B3f,,,0,
shedinja,emerald,walk,Cave Of Origin B3f,,,0,
shelgon,emerald,walk,Cave Of Origin B3f,,,0,
shiftry,emerald,walk,Cave Of Origin B3f,,,0,
shroomish,emerald,walk,Cave Of Origin B3f,,,0,
shuppet,emerald,walk,Cave Of Origin B3f,,,0,
silcoon,emerald,walk,Cave Of Origin B3f,,,0,
skitty,emerald,walk,Cave Of Origin B3f,,,0,
slaking,emerald,walk,Cave Of Origin B3f,,,0,
slakoth,emerald,walk,Cave Of Origin B3f,,,0,
snorunt,emerald,walk,Cave Of Origin B3f,,,0,
solrock,emerald,walk,Cave Of Origin B3f,,,0,
spheal,emerald,walk,Cave Of Origin B3f,,,0,
spinda,emerald,walk,Cave Of Origin B3f,,,0,
spoink,emerald,walk,Cave Of Origin B3f,,,0,
surskit,emerald,walk,Cave Of Origin B3f,,,0,
swablu,emerald,walk,Cave Of Origin B3f,,,0,
swalot,emerald,walk,Cave Of Origin B3f,,,0,
swampert,emerald,walk,Cave Of Origin B3f,,,0,
swellow,emerald,walk,Cave Of Origin B3f,,,0,
taillow,emerald,walk,Cave Of Origin B3f,,,0,
torchic,emerald,walk,Cave Of Origin B3f,,,0,
torkoal,emerald,walk,Cave Of Origin B3f,,,0,
trapinch,emerald,walk,Cave Of Origin B3f,,,0,
treecko,emerald,walk,Cave Of Origin B3f,,,0,
tropius,emerald,walk,Cave Of Origin B3f,,,0,
vibrava,emerald,walk,Cave Of Origin B3f,,,0,
vigoroth,emerald,walk,Cave Of Origin B3f,,,0,
volbeat,emerald,walk,Cave Of Origin B3f,,,0,
wailmer,emerald,walk,Cave Of Origin B3f,,,0,
wailord,emerald,walk,Cave Of Origin B3f,,,0,
walrein,emerald,walk,Cave Of Origin B3f,,,0,
whiscash,emerald,walk,Cave Of Origin B3f,,,0,
whismur,emerald,walk,Cave Of Origin B3f,,,0,
wingull,emerald,walk,Cave Of Origin B3f,,,0,
wurmple,emerald,walk,Cave Of Origin B3f,,,0,
wynaut,emerald,walk,Cave Of Origin B3f,,,0,
zangoose,emerald,walk,Cave Of Origin B3f,,,0,
zigzagoon,emerald,walk,Cave Of Origin B3f,,,0,
absol,emerald,walk,Desert Underpass,,,0,
aggron,emerald,walk,Desert Underpass,,,0,
altaria,emerald,walk,Desert Underpass,,,0,
anorith,emerald,walk,Desert Underpass,,,0,
armaldo,emerald,walk,Desert Underpass,,,0,
aron,emerald,walk,Desert Underpass,,,0,
azurill,emerald,walk,Desert Underpass,,,0,
bagon,emerald,walk,Desert Underpass,,,0,
baltoy,emerald,walk,Desert Underpass,,,0,
banette,emerald,walk,Desert Underpass,,,0,
barboach,emerald,walk,Desert Underpass,,,0,
beautifly,emerald,walk,Desert Underpass,,,0,
beldum,emerald,walk,Desert Underpass,,,0,
blaziken,emerald,walk,Desert Underpass,,,0,
breloom,emerald,walk,Desert Underpass,,,0,
cacnea,emerald,walk,Desert Underpass,,,0,
cacturne,emerald,walk,Desert Underpass,,,0,
camerupt,emerald,walk,Desert Underpass,,,0,
carvanha,emerald,walk,Desert Underpass,,,0,
cascoon,emerald,walk,Desert Underpass,,,0,
castform,emerald,walk,Desert Underpass,,,0,
chimecho,emerald,walk,Desert Underpass,,,0,
clamperl,emerald,walk,Desert Underpass,,,0,
claydol,emerald,walk,Desert Underpass,,,0,
combusken,emerald,walk,Desert Underpass,,,0,
corphish,emerald,walk,Desert Underpass,,,0,
cradily,emerald,walk,Desert Underpass,,,0,
crawdaunt,emerald,walk,Desert Underpass,,,0,
delcatty,emerald,walk,Desert Underpass,,,0,
deoxys-normal,emerald,walk,Desert Underpass,,,0,
dusclops,emerald,walk,Desert Underpass,,,0,
duskull,emerald,walk,Desert Underpass,,,0,
dustox,emerald,walk,Desert Underpass,,,0,
electrike,emerald,walk,Desert Underpass,,,0,
exploud,emerald,walk,Desert Underpass,,,0,
feebas,emerald,walk,Desert Underpass,,,0,
flygon,emerald,walk,Desert Underpass,,,0,
gardevoir,emerald,walk,Desert Underpass,,,0,
glalie,emerald,walk,Desert Underpass,,,0,
gorebyss,emerald,walk,Desert Underpass,,,0,
groudon,emerald,walk,Desert Underpass,,,0,
grovyle,emerald,walk,Desert Underpass,,,0,
grumpig,emerald,walk,Desert Underpass,,,0,
gulpin,emerald,walk,Desert Underpass,,,0,
hariyama,emerald,walk,Desert Underpass,,,0,
huntail,emerald,walk,Desert Underpass,,,0,
illumise,emerald,walk,Desert Underpass,,,0,
jirachi,emerald,walk,Desert Underpass,,,0,
kecleon,emerald,walk,Desert Underpass,,,0,
kirlia,emerald,walk,Desert Underpass,,,0,
kyogre,emerald,walk,Desert Underpass,,,0,
lairon,emerald,walk,Desert Underpass,,,0,
latias,emerald,walk,Desert Underpass,,,0,
latios,emerald,walk,Desert Underpass,,,0,
lileep,emerald,walk,Desert Underpass,,,0,
linoone,emerald,walk,Desert Underpass,,,0,
lombre,emerald,walk,Desert Underpass,,,0,
lotad,emerald,walk,Desert Underpass,,,0,
loudred,emerald,walk,Desert Underpass,38,44,16,
ludicolo,emerald,walk,Desert Underpass,,,0,
lunatone,emerald,walk,Desert Underpass,,,0,
luvdisc,emerald,walk,Desert Underpass,,,0,
makuhita,emerald,walk,Desert Underpass,,,0,
manectric,emerald,walk,Desert Underpass,,,0,
marshtomp,emerald,walk,Desert Underpass,,,0,
masquerain,emerald,walk,Desert Underpass,,,0,
mawile,emerald,walk,Desert Underpass,,,0,
medicham,emerald,walk,Desert Underpass,,,0,
meditite,emerald,walk,Desert Underpass,,,0,
metagross,emerald,walk,Desert Underpass,,,0,
metang,emerald,walk,Desert Underpass,,,0,
mightyena,emerald,walk,Desert Underpass,,,0,
milotic,emerald,walk,Desert Underpass,,,0,
minun,emerald,walk,Desert Underpass,,,0,
mudkip,emerald,walk,Desert Underpass,,,0,
nincada,emerald,walk,Desert Underpass,,,0,
ninjask,emerald,walk,Desert Underpass,,,0,
nosepass,emerald,walk,Desert Underpass,,,0,
numel,emerald,walk,Desert Underpass,,,0,
nuzleaf,emerald,walk,Desert Underpass,,,0,
pelipper,emerald,walk,Desert Underpass,,,0,
plusle,emerald,walk,Desert Underpass,,,0,
poochyena,emerald,walk,Desert Underpass,,,0,
ralts,emerald,walk,Desert Underpass,,,0,
rayquaza,emerald,walk,Desert Underpass,,,0,
regice,emerald,walk,Desert Underpass,,,0,
regirock,emerald,walk,Desert Underpass,,,0,
registeel,emerald,walk,Desert Underpass,,,0,
relicanth,emerald,walk,Desert Underpass,,,0,
roselia,emerald,walk,Desert Underpass,,,0,
sableye,emerald,walk,Desert Underpass,,,0,
salamence,emerald,walk,Desert Underpass,,,0,
sceptile,emerald,walk,Desert Underpass,,,0,
sealeo,emerald,walk,Desert Underpass,,,0,
seedot,emerald,walk,Desert Underpass,,,0,
seviper,emerald,walk,Desert Underpass,,,0,
sharpedo,emerald,walk,Desert Underpass,,,0,
shedinja,emerald,walk,Desert Underpass,,,0,
shelgon,emerald,walk,Desert Underpass,,,0,
shiftry,emerald,walk,Desert Underpass,,,0,
shroomish,emerald,walk,Desert Underpass,,,0,
shuppet,emerald,walk,Desert Underpass,,,0,
silcoon,emerald,walk,Desert Underpass,,,0,
skitty,emerald,walk,Desert Underpass,,,0,
slaking,emerald,walk,Desert Underpass,,,0,
slakoth,emerald,walk,Desert Underpass,,,0,
snorunt,emerald,walk,Desert Underpass,,,0,
solrock,emerald,walk,Desert Underpass,,,0,
spheal,emerald,walk,Desert Underpass,,,0,
spinda,emerald,walk,Desert Underpass,,,0,
spoink,emerald,walk,Desert Underpass,,,0,
surskit,emerald,walk,Desert Underpass,,,0,
swablu,emerald,walk,Desert Underpass,,,0,
swalot,emerald,walk,Desert Underpass,,,0,
swampert,emerald,walk,Desert Underpass,,,0,
swellow,emerald,walk,Desert Underpass,,,0,
taillow,emerald,walk,Desert Underpass,,,0,
torchic,emerald,walk,Desert Underpass,,,0,
torkoal,emerald,walk,Desert Underpass,,,0,
trapinch,emerald,walk,Desert Underpass,,,0,
treecko,emerald,walk,Desert Underpass,,,0,
tropius,emerald,walk,Desert Underpass,,,0,
vibrava,emerald,walk,Desert Underpass,,,0,
vigoroth,emerald,walk,Desert Underpass,,,0,
volbeat,emerald,walk,Desert Underpass,,,0,
wailmer,emerald,walk,Desert Underpass,,,0,
wailord,emerald,walk,Desert Underpass,,,0,
walrein,emerald,walk,Desert Underpass,,,0,
whiscash,emerald,walk,Desert Underpass,,,0,
whismur,emerald,walk,Desert Underpass,35,38,34,
wingull,emerald,walk,Desert Underpass,,,0,
wurmple,emerald,walk,Desert Underpass,,,0,
wynaut,emerald,walk,Desert Underpass,,,0,
zangoose,emerald,walk,Desert Underpass,,,0,
zigzagoon,emerald,walk,Desert Underpass,,,0,
absol,emerald,walk,Fiery Path,,,0,
aggron,emerald,walk,Fiery Path,,,0,
altaria,emerald,walk,Fiery Path,,,0,
anorith,emerald,walk,Fiery Path,,,0,
armaldo,emerald,walk,Fiery Path,,,0,
aron,emerald,walk,Fiery Path,,,0,
azurill,emerald,walk,Fiery Path,,,0,
bagon,emerald,walk,Fiery Path,,,0,
baltoy,emerald,walk,Fiery Path,,,0,
banette,emerald,walk,Fiery Path,,,0,
barboach,emerald,walk,Fiery Path,,,0,
beautifly,emerald,walk,Fiery Path,,,0,
beldum,emerald,walk,Fiery Path,,,0,
blaziken,emerald,walk,Fiery Path,,,0,
breloom,emerald,walk,Fiery Path,,,0,
cacnea,emerald,walk,Fiery Path,,,0,
cacturne,emerald,walk,Fiery Path,,,0,
camerupt,emerald,walk,Fiery Path,,,0,
carvanha,emerald,walk,Fiery Path,,,0,
cascoon,emerald,walk,Fiery Path,,,0,
castform,emerald,walk,Fiery Path,,,0,
chimecho,emerald,walk,Fiery Path,,,0,
clamperl,emerald,walk,Fiery Path,,,0,
claydol,emerald,walk,Fiery Path,,,0,
combusken,emerald,walk,Fiery Path,,,0,
corphish,emerald,walk,Fiery Path,,,0,
cradily,emerald,walk,Fiery Path,,,0,
crawdaunt,emerald,walk,Fiery Path,,,0,
delcatty,emerald,walk,Fiery Path,,,0,
deoxys-normal,emerald,walk,Fiery Path,,,0,
dusclops,emerald,walk,Fiery Path,,,0,
duskull,emerald,walk,Fiery Path,,,0,
dustox,emerald,walk,Fiery Path,,,0,
electrike,emerald,walk,Fiery Path,,,0,
exploud,emerald,walk,Fiery Path,,,0,
feebas,emerald,walk,Fiery Path,,,0,
flygon,emerald,walk,Fiery Path,,,0,
gardevoir,emerald,walk,Fiery Path,,,0,
glalie,emerald,walk,Fiery Path,,,0,
gorebyss,emerald,walk,Fiery Path,,,0,
groudon,emerald,walk,Fiery Path,,,0,
grovyle,emerald,walk,Fiery Path,,,0,
grumpig,emerald,walk,Fiery Path,,,0,
gulpin,emerald,walk,Fiery Path,,,0,
hariyama,emerald,walk,Fiery Path,,,0,
huntail,emerald,walk,Fiery Path,,,0,
illumise,emerald,walk,Fiery Path,,,0,
jirachi,emerald,walk,Fiery Path,,,0,
kecleon,emerald,walk,Fiery Path,,,0,
kirlia,emerald,walk,Fiery Path,,,0,
kyogre,emerald,walk,Fiery Path,,,0,
lairon,emerald,walk,Fiery Path,,,0,
latias,emerald,walk,Fiery Path,,,0,
latios,emerald,walk,Fiery Path,,,0,
lileep,emerald,walk,Fiery Path,,,0,
linoone,emerald,walk,Fiery Path,,,0,
lombre,emerald,walk,Fiery Path,,,0,
lotad,emerald,walk,Fiery Path,,,0,
loudred,emerald,walk,Fiery Path,,,0,
ludicolo,emerald,walk,Fiery Path,,,0,
lunatone,emerald,walk,Fiery Path,,,0,
luvdisc,emerald,walk,Fiery Path,,,0,
makuhita,emerald,walk,Fiery Path,,,0,
manectric,emerald,walk,Fiery Path,,,0,
marshtomp,emerald,walk,Fiery Path,,,0,
masquerain,emerald,walk,Fiery Path,,,0,
mawile,emerald,walk,Fiery Path,,,0,
medicham,emerald,walk,Fiery Path,,,0,
meditite,emerald,walk,Fiery Path,,,0,
metagross,emerald,walk,Fiery Path,,,0,
metang,emerald,walk,Fiery Path,,,0,
mightyena,emerald,walk,Fiery Path,,,0,
milotic,emerald,walk,Fiery Path,,,0,
minun,emerald,walk,Fiery Path,,,0,
mudkip,emerald,walk,Fiery Path,,,0,
nincada,emerald,walk,Fiery Path,,,0,
ninjask,emerald,walk,Fiery Path,,,0,
nosepass,emerald,walk,Fiery Path,,,0,
numel,emerald,walk,Fiery Path,15,16,30,
nuzleaf,emerald,walk,Fiery Path,,,0,
pelipper,emerald,walk,Fiery Path,,,0,
plusle,emerald,walk,Fiery Path,,,0,
poochyena,emerald,walk,Fiery Path,,,0,
ralts,emerald,walk,Fiery Path,,,0,
rayquaza,emerald,walk,Fiery Path,,,0,
regice,emerald,walk,Fiery Path,,,0,
regirock,emerald,walk,Fiery Path,,,0,
registeel,emerald,walk,Fiery Path,,,0,
relicanth,emerald,walk,Fiery Path,,,0,
roselia,emerald,walk,Fiery Path,,,0,
sableye,emerald,walk,Fiery Path,,,0,
salamence,emerald,walk,Fiery Path,,,0,
sceptile,emerald,walk,Fiery Path,,,0,
sealeo,emerald,walk,Fiery Path,,,0,
seedot,emerald,walk,Fiery Path,,,0,
seviper,emerald,walk,Fiery Path,,,0,
sharpedo,emerald,walk,Fiery Path,,,0,
shedinja,emerald,walk,Fiery Path,,,0,
shelgon,emerald,walk,Fiery Path,,,0,
shiftry,emerald,walk,Fiery Path,,,0,
shroomish,emerald,walk,Fiery Path,,,0,
shuppet,emerald,walk,Fiery Path,,,0,
silcoon,emerald,walk,Fiery Path,,,0,
skitty,emerald,walk,Fiery Path,,,0,
slaking,emerald,walk,Fiery Path,,,0,
slakoth,emerald,walk,Fiery Path,,,0,
snorunt,emerald,walk,Fiery Path,,,0,
solrock,emerald,walk,Fiery Path,,,0,
spheal,emerald,walk,Fiery Path,,,0,
spinda,emerald,walk,Fiery Path,,,0,
spoink,emerald,walk,Fiery Path,,,0,
surskit,emerald,walk,Fiery Path,,,0,
swablu,emerald,walk,Fiery Path,,,0,
swalot,emerald,walk,Fiery Path,,,0,
swampert,emerald,walk,Fiery Path,,,0,
swellow,emerald,walk,Fiery Path,,,0,
taillow,emerald,walk,Fiery Path,,,0,
torchic,emerald,walk,Fiery Path,,,0,
torkoal,emerald,walk,Fiery Path,14,16,18,
trapinch,emerald,walk,Fiery Path,,,0,
treecko,emerald,walk,Fiery Path,,,0,
tropius,emerald,walk,Fiery Path,,,0,
vibrava,emerald,walk,Fiery Path,,,0,
vigoroth,emerald,walk,Fiery Path,,,0,
volbeat,emerald,walk,Fiery Path,,,0,
wailmer,emerald,walk,Fiery Path,,,0,
wailord,emerald,walk,Fiery Path,,,0,
walrein,emerald,walk,Fiery Path,,,0,
whiscash,emerald,walk,Fiery Path,,,0,
whismur,emerald,walk,Fiery Path,,,0,
wingull,emerald,walk,Fiery Path,,,0,
wurmple,emerald,walk,Fiery Path,,,0,
wynaut,emerald,walk,Fiery Path,,,0,
zangoose,emerald,walk,Fiery Path,,,0,
zigzagoon,emerald,walk,Fiery Path,,,0,
absol,emerald,walk,Granite Cave 1f,,,0,
aggron,emerald,walk,Granite Cave 1f,,,0,
altaria,emerald,walk,Granite Cave 1f,,,0,
anorith,emerald,walk,Granite Cave 1f,,,0,
armaldo,emerald,walk,Granite Cave 1f,,,0,
aron,emerald,walk,Granite Cave 1f,,,0,
azurill,emerald,walk,Granite Cave 1f,,,0,
bagon,emerald,walk,Granite Cave 1f,,,0,
baltoy,emerald,walk,Granite Cave 1f,,,0,
banette,emerald,walk,Granite Cave 1f,,,0,
barboach,emerald,walk,Granite Cave 1f,,,0,
beautifly,emerald,walk,Granite Cave 1f,,,0,
beldum,emerald,walk,Granite Cave 1f,,,0,
blaziken,emerald,walk,Granite Cave 1f,,,0,
breloom,emerald,walk,Granite Cave 1f,,,0,
cacnea,emerald,walk,Granite Cave 1f,,,0,
cacturne,emerald,walk,Granite Cave 1f,,,0,
camerupt,emerald,walk,Granite Cave 1f,,,0,
carvanha,emerald,walk,Granite Cave 1f,,,0,
cascoon,emerald,walk,Granite Cave 1f,,,0,
castform,emerald,walk,Granite Cave 1f,,,0,
chimecho,emerald,walk,Granite Cave 1f,,,0,
clamperl,emerald,walk,Granite Cave 1f,,,0,
claydol,emerald,walk,Granite Cave 1f,,,0,
combusken,emerald,walk,Granite Cave 1f,,,0,
corphish,emerald,walk,Granite Cave 1f,,,0,
cradily,emerald,walk,Granite Cave 1f,,,0,
crawdaunt,emerald,walk,Granite Cave 1f,,,0,
delcatty,emerald,walk,Granite Cave 1f,,,0,
deoxys-normal,emerald,walk,Granite Cave 1f,,,0,
dusclops,emerald,walk,Granite Cave 1f,,,0,
duskull,emerald,walk,Granite Cave 1f,,,0,
dustox,emerald,walk,Granite Cave 1f,,,0,
electrike,emerald,walk,Granite Cave 1f,,,0,
exploud,emerald,walk,Granite Cave 1f,,,0,
feebas,emerald,walk,Granite Cave 1f,,,0,
flygon,emerald,walk,Granite Cave 1f,,,0,
gardevoir,emerald,walk,Granite Cave 1f,,,0,
glalie,emerald,walk,Granite Cave 1f,,,0,
gorebyss,emerald,walk,Granite Cave 1f,,,0,
groudon,emerald,walk,Granite Cave 1f,,,0,
grovyle,emerald,walk,Granite Cave 1f,,,0,
grumpig,emerald,walk,Granite Cave 1f,,,0,
gulpin,emerald,walk,Granite Cave 1f,,,0,
hariyama,emerald,walk,Granite Cave 1f,,,0,
huntail,emerald,walk,Granite Cave 1f,,,0,
illumise,emerald,walk,Granite Cave 1f,,,0,
jirachi,emerald,walk,Granite Cave 1f,,,0,
kecleon,emerald,walk,Granite Cave 1f,,,0,
kirlia,emerald,walk,Granite Cave 1f,,,0,
kyogre,emerald,walk,Granite Cave 1f,,,0,
lairon,emerald,walk,Granite Cave 1f,,,0,
latias,emerald,walk,Granite Cave 1f,,,0,
latios,emerald,walk,Granite Cave 1f,,,0,
lileep,emerald,walk,Granite Cave 1f,,,0,
linoone,emerald,walk,Granite Cave 1f,,,0,
lombre,emerald,walk,Granite Cave 1f,,,0,
lotad,emerald,walk,Granite Cave 1f,,,0,
loudred,emerald,walk,Granite Cave 1f,,,0,
ludicolo,emerald,walk,Granite Cave 1f,,,0,
lunatone,emerald,walk,Granite Cave 1f,,,0,
luvdisc,emerald,walk,Granite Cave 1f,,,0,
makuhita,emerald,walk,Granite Cave 1f,6,10,50,
manectric,emerald,walk,Granite Cave 1f,,,0,
marshtomp,emerald,walk,Granite Cave 1f,,,0,
masquerain,emerald,walk,Granite Cave 1f,,,0,
mawile,emerald,walk,Granite Cave 1f,,,0,
medicham,emerald,walk,Granite Cave 1f,,,0,
meditite,emerald,walk,Granite Cave 1f,,,0,
metagross,emerald,walk,Granite Cave 1f,,,0,
metang,emerald,walk,Granite Cave 1f,,,0,
mightyena,emerald,walk,Granite Cave 1f,,,0,
milotic,emerald,walk,Granite Cave 1f,,,0,
minun,emerald,walk,Granite Cave 1f,,,0,
mudkip,emerald,walk,Granite Cave 1f,,,0,
nincada,emerald,walk,Granite Cave 1f,,,0,
ninjask,emerald,walk,Granite Cave 1f,,,0,
nosepass,emerald,walk,Granite Cave 1f,,,0,
numel,emerald,walk,Granite Cave 1f,,,0,
nuzleaf,emerald,walk,Granite Cave 1f,,,0,
pelipper,emerald,walk,Granite Cave 1f,,,0,
plusle,emerald,walk,Granite Cave 1f,,,0,
poochyena,emerald,walk,Granite Cave 1f,,,0,
ralts,emerald,walk,Granite Cave 1f,,,0,
rayquaza,emerald,walk,Granite Cave 1f,,,0,
regice,emerald,walk,Granite Cave 1f,,,0,
regirock,emerald,walk,Granite Cave 1f,,,0,
registeel,emerald,walk,Granite Cave 1f,,,0,
relicanth,emerald,walk,Granite Cave 1f,,,0,
roselia,emerald,walk,Granite Cave 1f,,,0,
sableye,emerald,walk,Granite Cave 1f,,,0,
salamence,emerald,walk,Granite Cave 1f,,,0,
sceptile,emerald,walk,Granite Cave 1f,,,0,
sealeo,emerald,walk,Granite Cave 1f,,,0,
seedot,emerald,walk,Granite Cave 1f,,,0,
seviper,emerald,walk,Granite Cave 1f,,,0,
sharpedo,emerald,walk,Granite Cave 1f,,,0,
shedinja,emerald,walk,Granite Cave 1f,,,0,
shelgon,emerald,walk,Granite Cave 1f,,,0,
shiftry,emerald,walk,Granite Cave 1f,,,0,
shroomish,emerald,walk,Granite Cave 1f,,,0,
shuppet,emerald,walk,Granite Cave 1f,,,0,
silcoon,emerald,walk,Granite Cave 1f,,,0,
skitty,emerald,walk,Granite Cave 1f,,,0,
slaking,emerald,walk,Granite Cave 1f,,,0,
slakoth,emerald,walk,Granite Cave 1f,,,0,
snorunt,emerald,walk,Granite Cave 1f,,,0,
solrock,emerald,walk,Granite Cave 1f,,,0,
spheal,emerald,walk,Granite Cave 1f,,,0,
spinda,emerald,walk,Granite Cave 1f,,,0,
spoink,emerald,walk,Granite Cave 1f,,,0,
surskit,emerald,walk,Granite Cave 1f,,,0,
swablu,emerald,walk,Granite Cave 1f,,,0,
swalot,emerald,walk,Granite Cave 1f,,,0,
swampert,emerald,walk,Granite Cave 1f,,,0,
swellow,emerald,walk,Granite Cave 1f,,,0,
taillow,emerald,walk,Granite Cave 1f,,,0,
torchic,emerald,walk,Granite Cave 1f,,,0,
torkoal,emerald,walk,Granite Cave 1f,,,0,
trapinch,emerald,walk,Granite Cave 1f,,,0,
treecko,emerald,walk,Granite Cave 1f,,,0,
tropius,emerald,walk,Granite Cave 1f,,,0,
vibrava,emerald,walk,Granite Cave 1f,,,0,
vigoroth,emerald,walk,Granite Cave 1f,,,0,
volbeat,emerald,walk,Granite Cave 1f,,,0,
wailmer,emerald,walk,Granite Cave 1f,,,0,
wailord,emerald,walk,Granite Cave 1f,,,0,
walrein,emerald,walk,Granite Cave 1f,,,0,
whiscash,emerald,walk,Granite Cave 1f,,,0,
whismur,emerald,walk,Granite Cave 1f,,,0,
wingull,emerald,walk,Granite Cave 1f,,,0,
wurmple,emerald,walk,Granite Cave 1f,,,0,
wynaut,emerald,walk,Granite Cave 1f,,,0,
zangoose,emerald,walk,Granite Cave 1f,,,0,
zigzagoon,emerald,walk,Granite Cave 1f,,,0,
absol,emerald,walk,Granite Cave 1fsmall Room,,,0,
aggron,emerald,walk,Granite Cave 1fsmall Room,,,0,
altaria,emerald,walk,Granite Cave 1fsmall Room,,,0,
anorith,emerald,walk,Granite Cave 1fsmall Room,,,0,
armaldo,emerald,walk,Granite Cave 1fsmall Room,,,0,
aron,emerald,walk,Granite Cave 1fsmall Room,7,8,10,
azurill,emerald,walk,Granite Cave 1fsmall Room,,,0,
bagon,emerald,walk,Granite Cave 1fsmall Room,,,0,
baltoy,emerald,walk,Granite Cave 1fsmall Room,,,0,
banette,emerald,walk,Granite Cave 1fsmall Room,,,0,
barboach,emerald,walk,Granite Cave 1fsmall Room,,,0,
beautifly,emerald,walk,Granite Cave 1fsmall Room,,,0,
beldum,emerald,walk,Granite Cave 1fsmall Room,,,0,
blaziken,emerald,walk,Granite Cave 1fsmall Room,,,0,
breloom,emerald,walk,Granite Cave 1fsmall Room,,,0,
cacnea,emerald,walk,Granite Cave 1fsmall Room,,,0,
cacturne,emerald,walk,Granite Cave 1fsmall Room,,,0,
camerupt,emerald,walk,Granite Cave 1fsmall Room,,,0,
carvanha,emerald,walk,Granite Cave 1fsmall Room,,,0,
cascoon,emerald,walk,Granite Cave 1fsmall Room,,,0,
castform,emerald,walk,Granite Cave 1fsmall Room,,,0,
chimecho,emerald,walk,Granite Cave 1fsmall Room,,,0,
clamperl,emerald,walk,Granite Cave 1fsmall Room,,,0,
claydol,emerald,walk,Granite Cave 1fsmall Room,,,0,
combusken,emerald,walk,Granite Cave 1fsmall Room,,,0,
corphish,emerald,walk,Granite Cave 1fsmall Room,,,0,
cradily,emerald,walk,Granite Cave 1fsmall Room,,,0,
crawdaunt,emerald,walk,Granite Cave 1fsmall Room,,,0,
delcatty,emerald,walk,Granite Cave 1fsmall Room,,,0,
deoxys-normal,emerald,walk,Granite Cave 1fsmall Room,,,0,
dusclops,emerald,walk,Granite Cave 1fsmall Room,,,0,
duskull,emerald,walk,Granite Cave 1fsmall Room,,,0,
dustox,emerald,walk,Granite Cave 1fsmall Room,,,0,
electrike,emerald,walk,Granite Cave 1fsmall Room,,,0,
exploud,emerald,walk,Granite Cave 1fsmall Room,,,0,
feebas,emerald,walk,Granite Cave 1fsmall Room,,,0,
flygon,emerald,walk,Granite Cave 1fsmall Room,,,0,
gardevoir,emerald,walk,Granite Cave 1fsmall Room,,,0,
glalie,emerald,walk,Granite Cave 1fsmall Room,,,0,
gorebyss,emerald,walk,Granite Cave 1fsmall Room,,,0,
groudon,emerald,walk,Granite Cave 1fsmall Room,,,0,
grovyle,emerald,walk,Granite Cave 1fsmall Room,,,0,
grumpig,emerald,walk,Granite Cave 1fsmall Room,,,0,
gulpin,emerald,walk,Granite Cave 1fsmall Room,,,0,
hariyama,emerald,walk,Granite Cave 1fsmall Room,,,0,
huntail,emerald,walk,Granite Cave 1fsmall Room,,,0,
illumise,emerald,walk,Granite Cave 1fsmall Room,,,0,
jirachi,emerald,walk,Granite Cave 1fsmall Room,,,0,
kecleon,emerald,walk,Granite Cave 1fsmall Room,,,0,
kirlia,emerald,walk,Granite Cave 1fsmall Room,,,0,
kyogre,emerald,walk,Granite Cave 1fsmall Room,,,0,
lairon,emerald,walk,Granite Cave 1fsmall Room,,,0,
latias,emerald,walk,Granite Cave 1fsmall Room,,,0,
latios,emerald,walk,Granite Cave 1fsmall Room,,,0,
lileep,emerald,walk,Granite Cave 1fsmall Room,,,0,
linoone,emerald,walk,Granite Cave 1fsmall Room,,,0,
lombre,emerald,walk,Granite Cave 1fsmall Room,,,0,
lotad,emerald,walk,Granite Cave 1fsmall Room,,,0,
loudred,emerald,walk,Granite Cave 1fsmall Room,,,0,
ludicolo,emerald,walk,Granite Cave 1fsmall Room,,,0,
lunatone,emerald,walk,Granite Cave 1fsmall Room,,,0,
luvdisc,emerald,walk,Granite Cave 1fsmall Room,,,0,
makuhita,emerald,walk,Granite Cave 1fsmall Room,6,10,50,
manectric,emerald,walk,Granite Cave 1fsmall Room,,,0,
marshtomp,emerald,walk,Granite Cave 1fsmall Room,,,0,
masquerain,emerald,walk,Granite Cave 1fsmall Room,,,0,
mawile,emerald,walk,Granite Cave 1fsmall Room,,,0,
medicham,emerald,walk,Granite Cave 1fsmall Room,,,0,
meditite,emerald,walk,Granite Cave 1fsmall Room,,,0,
metagross,emerald,walk,Granite Cave 1fsmall Room,,,0,
metang,emerald,walk,Granite Cave 1fsmall Room,,,0,
mightyena,emerald,walk,Granite Cave 1fsmall Room,,,0,
milotic,emerald,walk,Granite Cave 1fsmall Room,,,0,
minun,emerald,walk,Granite Cave 1fsmall Room,,,0,
mudkip,emerald,walk,Granite Cave 1fsmall Room,,,0,
nincada,emerald,walk,Granite Cave 1fsmall Room,,,0,
